state,q_sell,q_hold,q_buy,best_action,q_margin,trend,volume,volatility,recent_return,sec_ai,lots
trend=high|volume=medium|volatility=high|recent_return=high|sec_ai=high|lots=0,0.10649048851904025,0.10433776470403176,0.10247630973283718,SELL,0.0021527238150084865,high,medium,high,high,high,0
trend=high|volume=medium|volatility=high|recent_return=low|sec_ai=low|lots=2,0.11918693033824777,0.14767083176733325,0.11898736662357735,HOLD,0.02848390142908548,high,medium,high,low,low,2
trend=high|volume=medium|volatility=medium|recent_return=low|sec_ai=low|lots=0,0.10357360173103342,0.10310355089111467,0.10494497716667904,BUY,0.0013713754356456248,high,medium,medium,low,low,0
trend=high|volume=low|volatility=medium|recent_return=medium|sec_ai=low|lots=0,0.10456114552109588,0.10468325999092798,0.10459113253798273,HOLD,9.212745294524816e-05,high,low,medium,medium,low,0
trend=high|volume=low|volatility=high|recent_return=medium|sec_ai=high|lots=0,0.10503949324404341,0.10450862926892987,0.10741708064159942,BUY,0.0023775873975560163,high,low,high,medium,high,0
trend=high|volume=low|volatility=high|recent_return=medium|sec_ai=low|lots=2,0.12467720217683635,0.12763076349636296,0.1279177967268669,BUY,0.00028703323050394136,high,low,high,medium,low,2
trend=high|volume=medium|volatility=high|recent_return=medium|sec_ai=low|lots=0,0.1151580048995096,0.1155689968251977,0.1150335914025281,HOLD,0.00041099192568809506,high,medium,high,medium,low,0
trend=high|volume=low|volatility=high|recent_return=low|sec_ai=low|lots=2,0.13711747627230847,0.11598334727445023,0.1294447968732936,SELL,0.0076726793990148645,high,low,high,low,low,2
trend=high|volume=high|volatility=high|recent_return=high|sec_ai=low|lots=2,0.12403090507233827,0.12253481618924172,0.16236799392705809,BUY,0.038337088854719814,high,high,high,high,low,2
trend=high|volume=medium|volatility=high|recent_return=low|sec_ai=high|lots=1,0.11776169209558107,0.12222478182677914,0.13238558911371728,BUY,0.010160807286938148,high,medium,high,low,high,1
trend=high|volume=medium|volatility=medium|recent_return=medium|sec_ai=low|lots=0,0.10517152870008854,0.10256560391894659,0.11129571942264296,BUY,0.006124190722554421,high,medium,medium,medium,low,0
trend=high|volume=low|volatility=high|recent_return=medium|sec_ai=low|lots=1,0.11913853196900635,0.12470933614303133,0.1292980418314392,BUY,0.004588705688407871,high,low,high,medium,low,1
trend=high|volume=high|volatility=high|recent_return=high|sec_ai=low|lots=1,0.11724008586589779,0.12220970145434457,0.11578960837484398,HOLD,0.004969615588446774,high,high,high,high,low,1
trend=high|volume=high|volatility=low|recent_return=high|sec_ai=low|lots=1,0.09765145826169543,0.11110020334808446,0.11337841128099055,BUY,0.00227820793290609,high,high,low,high,low,1
trend=high|volume=medium|volatility=high|recent_return=high|sec_ai=high|lots=1,0.11397055031702505,0.11622886739351686,0.12946359769345733,BUY,0.013234730299940475,high,medium,high,high,high,1
trend=high|volume=high|volatility=high|recent_return=medium|sec_ai=low|lots=1,0.1293160532790749,0.13300944625168168,0.1314196317921807,HOLD,0.0015898144595009878,high,high,high,medium,low,1
trend=high|volume=medium|volatility=low|recent_return=low|sec_ai=low|lots=1,0.09787090223126245,0.1091324782917048,0.12357561180247488,BUY,0.014443133510770076,high,medium,low,low,low,1
trend=high|volume=low|volatility=low|recent_return=medium|sec_ai=low|lots=2,0.1078601285038791,0.1143980351648219,0.10798135742148254,HOLD,0.006416677743339358,high,low,low,medium,low,2
trend=high|volume=low|volatility=low|recent_return=medium|sec_ai=high|lots=0,0.08760766752039371,0.08761393395326558,0.08761549286302489,BUY,1.5589097593082801e-06,high,low,low,medium,high,0
trend=high|volume=low|volatility=medium|recent_return=low|sec_ai=high|lots=1,0.08261452261701129,0.07412503926219191,0.07730968953172186,SELL,0.005304833085289423,high,low,medium,low,high,1
trend=high|volume=medium|volatility=low|recent_return=medium|sec_ai=high|lots=0,0.08796825458245923,0.08747139847486861,0.08749999563271975,SELL,0.0004682589497394807,high,medium,low,medium,high,0
trend=high|volume=high|volatility=low|recent_return=low|sec_ai=low|lots=0,0.09222271742582315,0.08911554144008635,0.09414541240644567,BUY,0.0019226949806225163,high,high,low,low,low,0
trend=high|volume=medium|volatility=low|recent_return=low|sec_ai=high|lots=0,0.08012334984665917,0.08280587536250794,0.08751944712217964,BUY,0.0047135717596717,high,medium,low,low,high,0
trend=high|volume=medium|volatility=medium|recent_return=low|sec_ai=low|lots=2,0.12568734173907364,0.12107331638725993,0.12079700710022483,SELL,0.004614025351813711,high,medium,medium,low,low,2
trend=high|volume=high|volatility=low|recent_return=low|sec_ai=high|lots=0,0.08884643198414063,0.08862258154882481,0.08850581511494261,SELL,0.00022385043531582272,high,high,low,low,high,0
trend=high|volume=medium|volatility=high|recent_return=low|sec_ai=low|lots=1,0.12685342276286987,0.12345983435016346,0.1385003759962311,BUY,0.011646953233361235,high,medium,high,low,low,1
trend=high|volume=high|volatility=medium|recent_return=high|sec_ai=high|lots=1,0.092229606175657,0.10482459109387456,0.11135224545648975,BUY,0.006527654362615196,high,high,medium,high,high,1
trend=high|volume=medium|volatility=medium|recent_return=medium|sec_ai=low|lots=2,0.1169005711258744,0.13262402831971154,0.12035793568667322,HOLD,0.012266092633038322,high,medium,medium,medium,low,2
trend=high|volume=high|volatility=low|recent_return=high|sec_ai=high|lots=0,0.0881032971993905,0.08823938985538976,0.09203720669426713,BUY,0.003797816838877366,high,high,low,high,high,0
trend=high|volume=medium|volatility=high|recent_return=medium|sec_ai=low|lots=1,0.1252919454486873,0.13575346901157986,0.12632823455109887,HOLD,0.009425234460480991,high,medium,high,medium,low,1
trend=high|volume=high|volatility=medium|recent_return=low|sec_ai=high|lots=1,0.0943377801576625,0.09765454671760117,0.10919588849071493,BUY,0.011541341773113764,high,high,medium,low,high,1
trend=high|volume=high|volatility=high|recent_return=low|sec_ai=low|lots=2,0.1242959801991089,0.1116335767254199,0.14733625365757702,BUY,0.023040273458468125,high,high,high,low,low,2
trend=high|volume=medium|volatility=medium|recent_return=medium|sec_ai=high|lots=1,0.09474163069590184,0.11299744450291932,0.10177549110184582,HOLD,0.0112219534010735,high,medium,medium,medium,high,1
trend=high|volume=low|volatility=high|recent_return=high|sec_ai=low|lots=1,0.12009049443073316,0.12280335308894247,0.11852341139928645,HOLD,0.002712858658209305,high,low,high,high,low,1
trend=high|volume=high|volatility=medium|recent_return=high|sec_ai=high|lots=2,0.11365599183036004,0.11227488718182804,0.12951705478660958,BUY,0.015861062956249533,high,high,medium,high,high,2
trend=high|volume=medium|volatility=high|recent_return=high|sec_ai=low|lots=1,0.11653084104441688,0.11729968429793475,0.14229510192566105,BUY,0.024995417627726307,high,medium,high,high,low,1
trend=high|volume=high|volatility=medium|recent_return=low|sec_ai=high|lots=3,0.1234472042656412,0.11786083996811066,0.13488858426010056,BUY,0.011441379994459364,high,high,medium,low,high,3
trend=high|volume=high|volatility=medium|recent_return=high|sec_ai=high|lots=4,0.11820649396110995,0.12228345517522994,0.12957128196884168,BUY,0.007287826793611743,high,high,medium,high,high,4
trend=high|volume=medium|volatility=high|recent_return=high|sec_ai=low|lots=0,0.11151510952884641,0.11192044587082667,0.1131867329902029,BUY,0.001266287119376236,high,medium,high,high,low,0
trend=high|volume=low|volatility=medium|recent_return=medium|sec_ai=high|lots=4,0.11819133250459538,0.11514274645223806,0.11072149962412199,SELL,0.003048586052357319,high,low,medium,medium,high,4
trend=high|volume=low|volatility=medium|recent_return=medium|sec_ai=high|lots=1,0.09135049972812832,0.09899261394398587,0.10772284243097321,BUY,0.008730228486987346,high,low,medium,medium,high,1
trend=high|volume=low|volatility=medium|recent_return=low|sec_ai=high|lots=3,0.08529579822227668,0.08793652487339608,0.08844363365160522,BUY,0.0005071087782091421,high,low,medium,low,high,3
trend=high|volume=low|volatility=high|recent_return=low|sec_ai=low|lots=0,0.11549215904697674,0.11460528031049885,0.12144292213031767,BUY,0.005950763083340929,high,low,high,low,low,0
trend=high|volume=low|volatility=medium|recent_return=low|sec_ai=high|lots=2,0.08517053186380474,0.07261919727354167,0.07823229662393183,SELL,0.006938235239872914,high,low,medium,low,high,2
trend=high|volume=low|volatility=high|recent_return=medium|sec_ai=low|lots=3,0.12735569824247875,0.1240343169872334,0.12228454752149694,SELL,0.003321381255245351,high,low,high,medium,low,3
trend=high|volume=low|volatility=low|recent_return=high|sec_ai=low|lots=0,0.09584095614163382,0.09569131518986108,0.0946305198404431,SELL,0.0001496409517727365,high,low,low,high,low,0
trend=high|volume=low|volatility=medium|recent_return=high|sec_ai=high|lots=2,0.11071694580615035,0.11164425806259677,0.12434428157589247,BUY,0.012700023513295702,high,low,medium,high,high,2
trend=high|volume=low|volatility=medium|recent_return=medium|sec_ai=high|lots=3,0.10820125582994228,0.10582767536698925,0.11647249097526469,BUY,0.008271235145322409,high,low,medium,medium,high,3
trend=high|volume=low|volatility=high|recent_return=high|sec_ai=low|lots=0,0.11221678330607453,0.1111947040232201,0.11651221309781194,BUY,0.004295429791737415,high,low,high,high,low,0
trend=high|volume=medium|volatility=medium|recent_return=high|sec_ai=high|lots=2,0.11201161201327375,0.11126404081674979,0.13468850818410735,BUY,0.0226768961708336,high,medium,medium,high,high,2
trend=high|volume=medium|volatility=medium|recent_return=medium|sec_ai=high|lots=3,0.11414685434374863,0.11866123893320778,0.11709589903673441,HOLD,0.0015653398964733667,high,medium,medium,medium,high,3
trend=high|volume=low|volatility=medium|recent_return=high|sec_ai=low|lots=1,0.10705274966529749,0.12200811363727711,0.1294235110410814,BUY,0.0074153974038043,high,low,medium,high,low,1
trend=high|volume=medium|volatility=medium|recent_return=high|sec_ai=high|lots=4,0.12117526193069807,0.1186766471208371,0.13765068195867083,BUY,0.016475420027972768,high,medium,medium,high,high,4
trend=high|volume=medium|volatility=medium|recent_return=high|sec_ai=low|lots=1,0.10873869401344168,0.10985102779526201,0.12247319519546948,BUY,0.012622167400207468,high,medium,medium,high,low,1
trend=high|volume=low|volatility=high|recent_return=medium|sec_ai=low|lots=0,0.11063805586129918,0.11458984576849586,0.11110491733724247,HOLD,0.0034849284312533924,high,low,high,medium,low,0
trend=high|volume=high|volatility=medium|recent_return=high|sec_ai=high|lots=3,0.11782478785733742,0.11972769822240645,0.1522441698224893,BUY,0.032516471600082864,high,high,medium,high,high,3
trend=high|volume=low|volatility=medium|recent_return=low|sec_ai=high|lots=4,0.12086584178885937,0.08926861021961255,0.09683198887478608,SELL,0.024033852914073284,high,low,medium,low,high,4
trend=high|volume=low|volatility=low|recent_return=medium|sec_ai=low|lots=1,0.09607833037551308,0.10677621325952927,0.11299399451936697,BUY,0.006217781259837699,high,low,low,medium,low,1
trend=high|volume=medium|volatility=medium|recent_return=low|sec_ai=high|lots=1,0.09157159841288874,0.10297922302305232,0.10041841854081239,HOLD,0.0025608044822399284,high,medium,medium,low,high,1
trend=high|volume=low|volatility=medium|recent_return=high|sec_ai=high|lots=1,0.09473251755118006,0.10597001282056108,0.12745105247576488,BUY,0.0214810396552038,high,low,medium,high,high,1
trend=high|volume=low|volatility=low|recent_return=low|sec_ai=high|lots=0,0.07639205259574094,0.0776436682437083,0.07458769661636988,HOLD,0.001251615647967358,high,low,low,low,high,0
trend=high|volume=low|volatility=medium|recent_return=medium|sec_ai=low|lots=3,0.1239667836102096,0.13100442156748296,0.12515442467082133,HOLD,0.00584999689666163,high,low,medium,medium,low,3
trend=high|volume=low|volatility=low|recent_return=high|sec_ai=high|lots=0,0.08761927349968637,0.08805979302854476,0.08777443141993073,HOLD,0.00028536160861403204,high,low,low,high,high,0
trend=high|volume=low|volatility=low|recent_return=high|sec_ai=low|lots=2,0.11612216967866913,0.10765044856200559,0.10914067471271485,SELL,0.00698149496595428,high,low,low,high,low,2
trend=high|volume=medium|volatility=low|recent_return=medium|sec_ai=low|lots=1,0.09666495919609394,0.10896873835587725,0.11404877195986017,BUY,0.005080033603982917,high,medium,low,medium,low,1
trend=high|volume=high|volatility=low|recent_return=high|sec_ai=low|lots=2,0.10800838728735344,0.12703754000605513,0.09594535603740108,HOLD,0.01902915271870169,high,high,low,high,low,2
trend=high|volume=high|volatility=medium|recent_return=medium|sec_ai=low|lots=2,0.1358591552967662,0.12713534122620182,0.12479232039046982,SELL,0.008723814070564384,high,high,medium,medium,low,2
trend=high|volume=high|volatility=low|recent_return=low|sec_ai=low|lots=1,0.09784539533531704,0.12396683558018874,0.08077125147849717,HOLD,0.026121440244871702,high,high,low,low,low,1
trend=high|volume=high|volatility=medium|recent_return=low|sec_ai=low|lots=1,0.10950455069325044,0.12380931098268771,0.13626053102602215,BUY,0.012451220043334432,high,high,medium,low,low,1
trend=high|volume=high|volatility=medium|recent_return=medium|sec_ai=medium|lots=3,0.1469138956292655,0.11188052654035005,0.10003980118782425,SELL,0.03503336908891544,high,high,medium,medium,medium,3
trend=high|volume=high|volatility=medium|recent_return=high|sec_ai=medium|lots=3,0.13627180248083057,0.08476119722230499,0.06929819600667264,SELL,0.05151060525852558,high,high,medium,high,medium,3
trend=high|volume=medium|volatility=medium|recent_return=high|sec_ai=low|lots=2,0.12836665324668511,0.1199432306722974,0.12433944378106956,SELL,0.00402720946561555,high,medium,medium,high,low,2
trend=high|volume=high|volatility=high|recent_return=low|sec_ai=medium|lots=0,0.14508400568009547,0.14518338264049102,0.14233423807187864,HOLD,9.9376960395553e-05,high,high,high,low,medium,0
trend=high|volume=medium|volatility=medium|recent_return=medium|sec_ai=medium|lots=3,0.1269258676998057,0.016420062295821256,0.010816346717066095,SELL,0.11050580540398446,high,medium,medium,medium,medium,3
trend=high|volume=high|volatility=high|recent_return=high|sec_ai=medium|lots=0,0.1412838976505997,0.1419499127966771,0.14753748553293772,BUY,0.005587572736260621,high,high,high,high,medium,0
trend=high|volume=medium|volatility=medium|recent_return=low|sec_ai=medium|lots=2,0.14812657983383148,0.14270082859336064,0.14279643896778169,SELL,0.005330140866049798,high,medium,medium,low,medium,2
trend=high|volume=medium|volatility=high|recent_return=medium|sec_ai=medium|lots=0,0.13729272851723068,0.13650294121498024,0.13778273454544088,BUY,0.0004900060282101992,high,medium,high,medium,medium,0
trend=high|volume=low|volatility=medium|recent_return=medium|sec_ai=medium|lots=3,0.13992382946863616,0.03561378823666472,0.016059542180896835,SELL,0.10431004123197143,high,low,medium,medium,medium,3
trend=high|volume=high|volatility=high|recent_return=low|sec_ai=low|lots=0,0.1143424683512353,0.11427994555374202,0.12207332608436365,BUY,0.007730857733128357,high,high,high,low,low,0
trend=high|volume=low|volatility=high|recent_return=medium|sec_ai=medium|lots=0,0.13756333379688104,0.1372637354644722,0.14209957893501152,BUY,0.004536245138130474,high,low,high,medium,medium,0
trend=high|volume=low|volatility=medium|recent_return=low|sec_ai=medium|lots=2,0.1313783378057958,0.13479099990741,0.1238455726195681,HOLD,0.0034126621016142,high,low,medium,low,medium,2
trend=high|volume=medium|volatility=high|recent_return=high|sec_ai=medium|lots=0,0.13442983840134282,0.13469709782909944,0.1353281164594145,BUY,0.0006310186303150611,high,medium,high,high,medium,0
trend=high|volume=medium|volatility=low|recent_return=medium|sec_ai=medium|lots=2,0.11348849351963385,0.11936253518549643,0.10978792814717507,HOLD,0.005874041665862584,high,medium,low,medium,medium,2
trend=high|volume=low|volatility=high|recent_return=medium|sec_ai=medium|lots=1,0.17302196315273538,0.17423878018003178,0.18741080789290923,BUY,0.013172027712877454,high,low,high,medium,medium,1
trend=high|volume=medium|volatility=low|recent_return=high|sec_ai=medium|lots=2,0.12020755955321143,0.08756492043135873,0.06082507167230904,SELL,0.032642639121852696,high,medium,low,high,medium,2
trend=high|volume=low|volatility=low|recent_return=low|sec_ai=low|lots=1,0.100004008868545,0.11911556609293032,0.1103362125528503,HOLD,0.008779353540080026,high,low,low,low,low,1
trend=high|volume=high|volatility=low|recent_return=medium|sec_ai=medium|lots=0,0.10795059570213462,0.10740036622303799,0.10839184927012048,BUY,0.00044125356798585536,high,high,low,medium,medium,0
trend=high|volume=medium|volatility=low|recent_return=high|sec_ai=low|lots=1,0.09892868094775506,0.11415428887539626,0.10577115496989176,HOLD,0.008383133905504506,high,medium,low,high,low,1
trend=high|volume=high|volatility=medium|recent_return=high|sec_ai=medium|lots=0,0.11782207467078894,0.12070603009462696,0.1249840543578504,BUY,0.004278024263223434,high,high,medium,high,medium,0
trend=high|volume=medium|volatility=low|recent_return=medium|sec_ai=low|lots=3,0.11776415720887204,0.12192081540091625,0.11719955014956528,HOLD,0.0041566581920442075,high,medium,low,medium,low,3
trend=high|volume=low|volatility=medium|recent_return=low|sec_ai=low|lots=2,0.1208784110787638,0.12266061815432505,0.12146494346411922,HOLD,0.0011956746902058307,high,low,medium,low,low,2
trend=high|volume=low|volatility=low|recent_return=medium|sec_ai=low|lots=3,0.11330489914947407,0.11776857522080517,0.12230166021884281,BUY,0.004533084998037645,high,low,low,medium,low,3
trend=high|volume=low|volatility=medium|recent_return=low|sec_ai=medium|lots=0,0.1235409437091227,0.12609132305956983,0.12310858832949537,HOLD,0.002550379350447121,high,low,medium,low,medium,0
trend=high|volume=high|volatility=medium|recent_return=medium|sec_ai=medium|lots=0,0.13043360842895638,0.13176125798087243,0.13452880695277564,BUY,0.0027675489719032054,high,high,medium,medium,medium,0
trend=high|volume=low|volatility=medium|recent_return=low|sec_ai=low|lots=1,0.10715073842603069,0.11799665427698056,0.12393754585833748,BUY,0.005940891581356925,high,low,medium,low,low,1
trend=high|volume=low|volatility=medium|recent_return=medium|sec_ai=medium|lots=0,0.12896105999141033,0.13043087676571974,0.1317662181380733,BUY,0.0013353413723535545,high,low,medium,medium,medium,0
trend=high|volume=medium|volatility=medium|recent_return=low|sec_ai=medium|lots=0,0.12629205728072385,0.12788227548352554,0.13012339489190625,BUY,0.002241119408380704,high,medium,medium,low,medium,0
trend=high|volume=medium|volatility=medium|recent_return=high|sec_ai=medium|lots=0,0.12965172774948325,0.13015594615813564,0.13011156605259108,HOLD,4.438010554455585e-05,high,medium,medium,high,medium,0
trend=high|volume=high|volatility=medium|recent_return=high|sec_ai=medium|lots=1,0.12978891892523475,0.13922897273346285,0.14606512969674526,BUY,0.006836156963282408,high,high,medium,high,medium,1
trend=high|volume=medium|volatility=medium|recent_return=high|sec_ai=medium|lots=1,0.13147713533525068,0.13660825380389605,0.1334108783827056,HOLD,0.003197375421190446,high,medium,medium,high,medium,1
trend=high|volume=high|volatility=low|recent_return=high|sec_ai=low|lots=3,0.11919416709399917,0.11797647852655857,0.1184553087308429,SELL,0.0007388583631562778,high,high,low,high,low,3
trend=high|volume=medium|volatility=medium|recent_return=medium|sec_ai=medium|lots=0,0.1327804341124856,0.13303173632274126,0.13301327612929442,HOLD,1.84601934468398e-05,high,medium,medium,medium,medium,0
trend=high|volume=high|volatility=high|recent_return=low|sec_ai=low|lots=1,0.1184901296672117,0.1259796188576207,0.1225384843316848,HOLD,0.0034411345259359183,high,high,high,low,low,1
trend=high|volume=medium|volatility=medium|recent_return=low|sec_ai=medium|lots=3,0.14304917193074226,0.038711061038670926,0.025153500729329623,SELL,0.10433811089207135,high,medium,medium,low,medium,3
trend=high|volume=high|volatility=medium|recent_return=medium|sec_ai=low|lots=1,0.10802098294612288,0.10013814957495855,0.1269536593153472,BUY,0.018932676369224313,high,high,medium,medium,low,1
trend=high|volume=medium|volatility=medium|recent_return=low|sec_ai=medium|lots=1,0.13091760056967966,0.14173950069171237,0.14434231535897446,BUY,0.0026028146672620878,high,medium,medium,low,medium,1
trend=high|volume=medium|volatility=medium|recent_return=high|sec_ai=medium|lots=2,0.13875722024121306,0.13401475226243217,0.13542289787963052,SELL,0.0033343223615825424,high,medium,medium,high,medium,2
trend=high|volume=high|volatility=low|recent_return=medium|sec_ai=high|lots=0,0.08861213564547656,0.08856529222464303,0.088487052990288,SELL,4.684342083352555e-05,high,high,low,medium,high,0
trend=high|volume=high|volatility=low|recent_return=low|sec_ai=high|lots=1,0.0937872764290546,0.11774800841323382,0.13013213337868296,BUY,0.012384124965449134,high,high,low,low,high,1
trend=high|volume=high|volatility=high|recent_return=low|sec_ai=high|lots=1,0.1047049218045299,0.10852752416828891,0.11376483097805766,BUY,0.005237306809768749,high,high,high,low,high,1
trend=high|volume=medium|volatility=low|recent_return=high|sec_ai=high|lots=1,0.09171204837533017,0.11547132773753431,0.11974656295095326,BUY,0.004275235213418951,high,medium,low,high,high,1
trend=high|volume=high|volatility=low|recent_return=medium|sec_ai=low|lots=1,0.0971411140344988,0.09725554133831192,0.10983387617505731,BUY,0.012578334836745392,high,high,low,medium,low,1
trend=high|volume=low|volatility=medium|recent_return=high|sec_ai=medium|lots=1,0.11606994061876867,0.11415438518650475,0.11063262270636692,SELL,0.0019155554322639184,high,low,medium,high,medium,1
trend=high|volume=high|volatility=medium|recent_return=low|sec_ai=medium|lots=0,0.11639802302716054,0.11553430174906697,0.11558188389559793,SELL,0.0008161391315626154,high,high,medium,low,medium,0
trend=high|volume=medium|volatility=high|recent_return=high|sec_ai=high|lots=2,0.1186783284240177,0.13409080384549402,0.11643427748765628,HOLD,0.015412475421476321,high,medium,high,high,high,2
trend=medium|volume=low|volatility=low|recent_return=high|sec_ai=low|lots=1,0.0804967571642133,0.07578046859617596,0.07645205021301607,SELL,0.004044706951197227,medium,low,low,high,low,1
trend=medium|volume=medium|volatility=low|recent_return=high|sec_ai=high|lots=0,0.09190851614381966,0.09248796581743854,0.09154669560601394,HOLD,0.0005794496736188787,medium,medium,low,high,high,0
trend=medium|volume=low|volatility=low|recent_return=medium|sec_ai=high|lots=1,0.09833948130057468,0.10874284492692414,0.11751317810389077,BUY,0.008770333176966627,medium,low,low,medium,high,1
trend=medium|volume=medium|volatility=low|recent_return=high|sec_ai=high|lots=1,0.09794439013461487,0.11215387365595669,0.11915682696236035,BUY,0.007002953306403659,medium,medium,low,high,high,1
trend=medium|volume=high|volatility=low|recent_return=high|sec_ai=high|lots=1,0.09930616339486771,0.11243316908954691,0.10884767222941019,HOLD,0.0035854968601367193,medium,high,low,high,high,1
trend=medium|volume=low|volatility=low|recent_return=low|sec_ai=high|lots=0,0.09615539895900227,0.09441189291090163,0.1038649888724431,BUY,0.007709589913440826,medium,low,low,low,high,0
trend=medium|volume=low|volatility=low|recent_return=high|sec_ai=low|lots=3,0.07593111405233598,0.07462137589550363,0.07459111001906181,SELL,0.0013097381568323435,medium,low,low,high,low,3
trend=medium|volume=low|volatility=low|recent_return=low|sec_ai=low|lots=3,0.09360740376000284,0.09862732677671056,0.10415345308311835,BUY,0.005526126306407794,medium,low,low,low,low,3
trend=medium|volume=medium|volatility=low|recent_return=medium|sec_ai=low|lots=4,0.08334281092984083,0.07908096724560845,0.07851336695215716,SELL,0.00426184368423238,medium,medium,low,medium,low,4
trend=medium|volume=medium|volatility=low|recent_return=high|sec_ai=low|lots=1,0.08204949454645671,0.08183390004790908,0.08669501682888028,BUY,0.00464552228242357,medium,medium,low,high,low,1
trend=medium|volume=medium|volatility=low|recent_return=high|sec_ai=low|lots=3,0.09203444648049684,0.0920669793928668,0.09952634268283508,BUY,0.007459363289968282,medium,medium,low,high,low,3
trend=medium|volume=medium|volatility=medium|recent_return=high|sec_ai=high|lots=1,0.08644428549446599,0.08613984668519477,0.08498184405707296,SELL,0.0003044388092712236,medium,medium,medium,high,high,1
trend=medium|volume=medium|volatility=medium|recent_return=medium|sec_ai=high|lots=1,0.09109288149360432,0.09725810728114641,0.09246856019414287,HOLD,0.0047895470870035345,medium,medium,medium,medium,high,1
trend=medium|volume=medium|volatility=medium|recent_return=low|sec_ai=high|lots=2,0.09349233931006382,0.09384644584442793,0.09896352044194615,BUY,0.005117074597518215,medium,medium,medium,low,high,2
trend=medium|volume=medium|volatility=low|recent_return=low|sec_ai=high|lots=1,0.10129280375206683,0.11208369221953035,0.11337585410557882,BUY,0.0012921618860484707,medium,medium,low,low,high,1
trend=medium|volume=medium|volatility=high|recent_return=medium|sec_ai=low|lots=3,0.08994028701071317,0.0903708810372264,0.08921268573914222,HOLD,0.00043059402651322853,medium,medium,high,medium,low,3
trend=medium|volume=medium|volatility=low|recent_return=medium|sec_ai=high|lots=1,0.09814201608440751,0.11796377601300366,0.12356477195242671,BUY,0.005600995939423051,medium,medium,low,medium,high,1
trend=medium|volume=high|volatility=high|recent_return=high|sec_ai=low|lots=4,0.0854296784670654,0.04341897685553145,0.03101880312463382,SELL,0.042010701611533946,medium,high,high,high,low,4
trend=medium|volume=high|volatility=high|recent_return=low|sec_ai=low|lots=4,0.08586225105953164,0.0925466068566643,0.08660880149311248,HOLD,0.005937805363551818,medium,high,high,low,low,4
trend=high|volume=low|volatility=low|recent_return=high|sec_ai=low|lots=1,0.10132282012241475,0.1114616796595167,0.11511293563894105,BUY,0.003651255979424353,high,low,low,high,low,1
trend=high|volume=low|volatility=high|recent_return=medium|sec_ai=medium|lots=2,0.17141462522023213,0.17187642152605107,0.1864335603399836,BUY,0.01455713881393253,high,low,high,medium,medium,2
trend=high|volume=high|volatility=high|recent_return=high|sec_ai=high|lots=4,0.12814249779232442,0.11367383871162309,0.11170730610993738,SELL,0.01446865908070133,high,high,high,high,high,4
trend=high|volume=medium|volatility=high|recent_return=high|sec_ai=medium|lots=2,0.17567895700128375,0.15915794872713812,0.16134497925115363,SELL,0.014333977750130122,high,medium,high,high,medium,2
trend=high|volume=medium|volatility=low|recent_return=high|sec_ai=high|lots=0,0.08752261658707014,0.08800897609495408,0.08753918767682314,HOLD,0.0004697884181309314,high,medium,low,high,high,0
trend=high|volume=high|volatility=high|recent_return=high|sec_ai=high|lots=3,0.13295068137616436,0.13953757330106983,0.1180674103349055,HOLD,0.006586891924905469,high,high,high,high,high,3
trend=high|volume=low|volatility=medium|recent_return=medium|sec_ai=medium|lots=1,0.1317762918266592,0.14314940065744325,0.1406939716834406,HOLD,0.002455428974002638,high,low,medium,medium,medium,1
trend=high|volume=medium|volatility=high|recent_return=medium|sec_ai=high|lots=3,0.11876696780296465,0.11950656335449567,0.12814964094421302,BUY,0.008643077589717357,high,medium,high,medium,high,3
trend=high|volume=low|volatility=low|recent_return=medium|sec_ai=high|lots=1,0.09073002269178414,0.118492121265332,0.11393374928904282,HOLD,0.00455837197628918,high,low,low,medium,high,1
trend=high|volume=low|volatility=high|recent_return=low|sec_ai=high|lots=4,0.1186459149366937,0.12389172339377086,0.11936800947468572,HOLD,0.00452371391908514,high,low,high,low,high,4
trend=medium|volume=medium|volatility=low|recent_return=low|sec_ai=medium|lots=1,0.09928715458200568,0.10522653565724288,0.09709795443975179,HOLD,0.005939381075237199,medium,medium,low,low,medium,1
trend=medium|volume=low|volatility=high|recent_return=medium|sec_ai=high|lots=4,0.08049068429444861,0.08289637151352357,0.08717963118454794,BUY,0.0042832596710243726,medium,low,high,medium,high,4
trend=medium|volume=medium|volatility=low|recent_return=low|sec_ai=medium|lots=0,0.10233147180397661,0.1012025380454658,0.10078812724647435,SELL,0.0011289337585108083,medium,medium,low,low,medium,0
trend=medium|volume=low|volatility=low|recent_return=low|sec_ai=high|lots=1,0.10199627348766224,0.12347427765706927,0.12738598335029727,BUY,0.003911705693228004,medium,low,low,low,high,1
trend=medium|volume=high|volatility=low|recent_return=high|sec_ai=medium|lots=1,0.10317887667122332,0.08094171843511178,0.08041311857758315,SELL,0.02223715823611154,medium,high,low,high,medium,1
trend=medium|volume=low|volatility=high|recent_return=low|sec_ai=high|lots=4,0.08370719921938471,0.08007645685409415,0.08246203769181036,SELL,0.0012451615275743538,medium,low,high,low,high,4
trend=high|volume=high|volatility=low|recent_return=high|sec_ai=medium|lots=3,0.12189931445708013,0.07275315491971081,0.04087464262228907,SELL,0.049146159537369324,high,high,low,high,medium,3
trend=high|volume=low|volatility=high|recent_return=low|sec_ai=high|lots=3,0.11908194414772741,0.11625827344454746,0.11264609580722817,SELL,0.002823670703179945,high,low,high,low,high,3
